id,first_name,second_name,total_points,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,selected_by_percent,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
588,Nya,Kirby,0,,,209043,0,0,0,0,0,3,-1.0,-0.5,0,0.0,False,,,45,209043.jpg,0.0,0.0,False,,a,7,31,46,19,15,5,0.0,0.0,Kirby,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17,Alex,Iwobi,35,0.0,0.0,153133,0,0,-4,4,0,3,0.0,0.0,0,0.5,False,Hamstring injury - Expected back 18 Jan,2019-12-21T14:30:20.051028Z,56,153133.jpg,2.2,0.9,False,,i,8,11,132721,10,235446,979,0.1,6.2,Iwobi,1039,1,0,1,21,0,0,0,0,0,0,2,155,182.2,253.8,281.0,71.7
141,Lucas,Digne,72,100.0,100.0,101188,0,0,-3,3,3,2,4.8,4.8,12,4.8,False,,2019-12-07T15:00:20.727558Z,57,101188.jpg,3.4,12.2,False,,a,8,11,1081261,32996,1887345,5391,0.8,12.6,Digne,1791,0,4,6,30,1,0,0,2,0,0,10,377,415.8,725.3,179.0,132.1
142,Yerry,Mina,49,100.0,100.0,164511,0,0,-2,2,0,2,2.8,2.8,1,2.8,False,,2019-12-06T14:30:16.477158Z,53,164511.jpg,2.5,2.1,False,,a,8,11,378111,749,401715,2244,0.5,9.2,Mina,1635,0,0,5,27,1,0,0,2,0,0,5,298,325.0,62.9,286.0,67.4
143,Michael,Keane,50,,,106611,0,0,-2,2,0,2,1.8,1.8,6,1.8,False,,,53,106611.jpg,2.8,2.1,False,,a,8,11,145946,758,224348,978,0.3,9.4,Keane,1459,1,0,4,26,0,0,0,0,0,0,3,261,321.2,31.4,152.0,50.5
144,Seamus,Coleman,29,100.0,100.0,59949,0,0,-2,2,0,2,1.7,1.7,1,1.7,False,,2019-11-29T15:30:19.353099Z,53,59949.jpg,2.1,1.2,False,,a,8,11,112906,237,260937,621,0.3,5.5,Coleman,963,0,1,3,16,0,0,0,3,1,0,2,182,178.8,107.5,130.0,41.7
145,Leighton,Baines,8,100.0,100.0,12745,0,0,-1,1,0,2,1.2,1.2,0,1.2,False,,2019-07-30T15:00:09.168977Z,49,12745.jpg,2.7,0.2,False,,a,8,11,12088,132,13731,363,0.2,1.6,Baines,152,0,1,0,2,0,0,0,0,0,0,0,38,36.4,23.4,3.0,6.3
147,Dominic,Calvert-Lewin,70,,,177815,0,0,-1,1,1,4,4.2,4.2,1,4.2,False,,,59,177815.jpg,3.5,6.9,False,,a,8,11,635865,33929,269460,37979,0.7,11.9,Calvert-Lewin,1307,8,0,5,21,0,0,0,5,0,0,9,244,324.6,135.4,652.0,110.6
148,Jordan,Pickford,71,,,111234,0,0,-2,2,1,1,4.5,4.5,5,4.5,False,,,53,111234.jpg,3.2,7.2,False,,a,8,11,446059,8639,628931,4474,0.8,13.4,Pickford,1980,0,0,6,32,0,0,0,1,0,58,3,385,466.2,3.0,0.0,46.8
149,Maarten,Stekelenburg,0,,,10318,0,0,0,0,0,1,0.0,0.0,0,0.0,False,,,40,10318.jpg,0.0,7.8,False,,a,8,11,191065,1454,207589,3561,0.0,0.0,Stekelenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
150,Richarlison,de Andrade,108,,,212319,1,-1,1,-1,1,3,5.0,5.0,10,5.0,False,,,81,212319.jpg,4.9,13.3,False,,a,8,11,1422272,89789,1128911,12977,0.6,13.3,Richarlison,1902,8,4,6,31,0,0,0,4,0,0,10,340,567.0,321.7,809.0,170.0
151,Gylfi,Sigurdsson,55,100.0,100.0,55422,0,0,-7,7,0,3,2.8,2.8,3,2.8,False,,2019-12-15T14:00:20.543752Z,73,55422.jpg,2.6,2.6,False,,a,8,11,130835,992,797542,2075,0.4,7.5,Sigurdsson,1571,1,2,5,26,0,0,0,2,0,0,2,255,279.0,580.5,327.0,118.6
152,Bernard,Anício Caldeira Duarte,42,100.0,100.0,100649,0,0,-1,1,2,3,1.5,1.5,3,1.5,False,,2020-01-01T17:30:18.170946Z,64,100649.jpg,3.2,0.6,False,,a,8,11,186881,535,206817,307,0.2,6.6,Bernard,723,2,1,6,6,0,0,0,2,0,0,5,140,180.4,208.2,165.0,55.2
153,Theo,Walcott,30,100.0,100.0,20467,0,0,-3,3,0,3,1.7,1.7,3,1.7,False,,2019-12-07T15:00:20.761324Z,62,20467.jpg,2.0,0.4,False,,a,8,11,16988,386,53446,257,0.3,4.8,Walcott,693,0,2,2,8,0,0,0,1,0,0,0,68,74.8,136.3,350.0,56.2
154,Tom,Davies,36,,,173807,0,0,-2,2,1,3,1.5,1.5,3,1.5,False,,,53,173807.jpg,2.2,0.2,False,,a,8,11,13239,186,15236,237,0.3,6.8,Davies,1096,1,1,3,18,0,0,0,6,0,0,3,130,163.8,68.8,189.0,42.3
155,Ademola,Lookman,0,0.0,0.0,219352,0,0,0,0,0,3,0.0,0.0,0,0.0,False,Joined RB Leipzig on a permanent deal on 25/7,2019-07-25T09:00:14.381716Z,50,219352.jpg,0.0,0.0,False,,u,8,11,202,4,589,3,0.0,0.0,Lookman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
156,Idrissa,Gueye,0,0.0,0.0,80801,0,0,0,0,0,3,0.0,0.0,0,0.0,False,Joined PSG on a permanent deal on 30/7,2019-07-30T09:00:05.841634Z,50,80801.jpg,0.0,0.0,False,,u,8,11,421,9,2091,9,0.0,0.0,Gueye,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
158,Morgan,Schneiderlin,13,100.0,100.0,42774,0,0,-1,1,0,3,0.0,0.0,0,0.0,False,,2019-12-13T14:30:14.092442Z,44,42774.jpg,1.2,0.6,False,,a,8,11,36612,199,79822,459,0.0,3.0,Schneiderlin,737,0,0,1,14,0,0,0,3,1,0,0,86,92.2,57.8,26.0,17.7
205,Fabian,Delph,22,100.0,100.0,41823,0,0,-2,2,0,2,2.7,2.7,1,2.7,False,,2020-01-03T15:00:14.110657Z,53,41823.jpg,1.8,0.2,False,,a,8,11,11796,185,28089,288,0.5,4.2,Delph,856,0,0,2,16,0,0,0,3,0,0,2,150,127.6,100.2,16.0,24.4
422,André Filipe,Tavares Gomes,13,0.0,0.0,120250,0,0,-3,3,0,3,0.0,0.0,0,0.0,False,Ankle injury - Unknown return date,2019-11-03T18:30:18.626117Z,52,120250.jpg,1.6,0.3,False,,i,8,11,12531,6,69092,107,0.0,2.5,André Gomes,584,0,0,2,8,0,0,0,3,0,0,0,71,55.0,90.4,13.0,15.8
477,Lewis,Gibson,0,,,232964,0,0,-2,2,0,2,0.0,0.0,0,0.0,False,,,43,232964.jpg,0.0,0.1,False,,a,8,11,4412,59,10060,90,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
478,Mason,Holgate,40,,,194164,0,0,-1,1,0,2,4.0,4.0,7,4.0,False,,,44,194164.jpg,2.7,1.4,False,,a,8,11,113174,22949,30135,2170,0.9,9.1,Holgate,1188,0,2,3,19,0,0,0,2,0,0,2,230,253.8,37.5,106.0,39.9
479,Jonas,Lössl,0,100.0,100.0,57513,0,0,-2,2,0,1,0.0,0.0,0,0.0,False,,2019-09-08T18:30:16.855771Z,43,57513.jpg,0.0,0.3,False,,a,8,11,2225,20,27631,134,0.0,0.0,Lössl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
496,Moise,Kean,22,,,242058,0,0,-6,6,0,4,1.0,1.0,0,1.0,False,,,64,242058.jpg,1.4,1.4,False,,a,8,11,77643,467,442091,937,0.2,3.4,Kean,454,0,1,0,11,0,0,0,0,0,0,0,40,30.8,73.4,247.0,34.6
497,Jean-Philippe,Gbamin,4,0.0,0.0,160987,0,0,-2,2,0,3,0.0,0.0,0,0.0,False,Thigh injury - Unknown return date,2019-08-23T21:30:13.493993Z,48,160987.jpg,2.0,0.0,False,,i,8,11,2748,2,7111,10,0.0,0.8,Gbamin,135,0,0,1,0,0,0,0,0,0,0,0,14,20.0,6.3,0.0,2.6
511,Djibril,Sidibé,57,100.0,100.0,102747,0,0,-1,1,1,2,4.8,4.8,6,4.8,False,,2019-12-15T14:00:21.169468Z,54,102747.jpg,4.1,2.2,False,,a,8,11,192031,13125,60074,4630,0.9,10.6,Sidibé,1119,0,4,4,16,0,0,0,2,0,0,9,270,302.8,226.5,78.0,60.7
557,Beni,Baningime,0,50.0,50.0,195855,0,0,0,0,0,3,0.0,0.0,0,0.0,False,Shin injury - 50% chance of playing,2019-11-29T16:00:27.549912Z,45,195855.jpg,0.0,0.0,False,,d,8,11,515,3,492,7,0.0,0.0,Baningime,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
561,Anthony,Gordon,0,,,232826,0,0,0,0,0,4,0.0,0.0,0,0.0,False,,,45,232826.jpg,0.0,0.0,False,,a,8,11,2330,85,1823,105,0.0,0.0,Gordon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
570,Oumar,Niasse,1,,,113688,0,0,0,0,0,4,0.2,0.2,0,0.2,False,,,45,113688.jpg,1.0,0.0,False,,a,8,11,2125,86,1147,117,0.0,0.2,Niasse,1,0,0,0,0,0,0,0,0,0,0,0,2,3.0,0.3,0.0,0.3
577,Rhu-endly,Martina,0,,,56192,0,0,0,0,0,2,0.0,0.0,0,0.0,False,,,40,56192.jpg,0.0,0.0,False,,a,8,11,1413,100,649,91,0.0,0.0,Cuco Martina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
159,Ricardo Domingos,Barbosa Pereira,93,,,111931,0,0,4,-4,2,2,2.2,2.7,1,1.7,False,,,64,111931.jpg,4.4,14.6,False,,a,9,13,1327967,6952,765503,41478,0.3,14.5,Pereira,1890,2,1,8,20,0,0,0,1,0,0,10,434,555.8,284.1,147.0,98.6
161,Benjamin,Chilwell,76,100.0,100.0,172850,0,0,2,-2,1,2,2.2,2.7,1,1.7,False,,2019-12-04T20:00:11.580379Z,57,172850.jpg,4.2,10.8,False,,a,9,13,1113253,6297,752616,29092,0.3,13.3,Chilwell,1609,1,3,7,18,0,0,0,1,0,0,3,348,349.6,368.0,105.0,82.3
162,Jonny,Evans,87,100.0,100.0,37642,0,0,3,-3,2,2,2.5,3.0,1,2.0,False,,2019-11-23T17:00:22.413179Z,53,37642.jpg,4.0,7.0,False,,a,9,13,644413,11567,246031,16734,0.4,16.4,Evans,1944,1,2,8,21,0,0,0,3,0,0,7,450,489.6,45.8,226.0,76.2
163,Christian,Fuchs,21,,,37402,0,0,-2,2,0,2,2.2,2.7,0,1.7,False,,,43,37402.jpg,3.5,0.4,False,,a,9,13,23250,303,32540,718,0.4,4.9,Fuchs,454,0,0,2,3,0,0,0,0,0,0,2,89,95.2,39.8,18.0,15.3
164,Çaglar,Söyüncü,82,,,218031,0,0,6,-6,1,2,2.5,3.0,1,2.0,False,,,51,218031.jpg,3.9,19.6,False,,a,9,13,1884477,16939,574814,34290,0.4,16.1,Söyüncü,1890,1,1,8,20,0,0,0,4,0,0,8,458,517.0,51.9,153.0,72.4
165,Wes,Morgan,7,75.0,0.0,15033,0,0,-4,4,0,2,0.8,0.0,0,0.5,False,Groin Injury - 75% chance of playing,2020-01-05T01:00:12.013920Z,41,15033.jpg,1.2,0.6,False,,d,9,13,28395,126,84497,1269,0.1,1.7,Morgan,152,0,0,0,1,0,0,0,0,0,0,0,29,44.4,0.7,36.0,8.1
166,Jamie,Vardy,149,100.0,100.0,101668,0,0,10,-10,6,4,4.0,4.5,5,3.5,True,,2020-01-01T17:30:18.196991Z,100,101668.jpg,7.5,50.5,False,,a,9,13,3884084,86094,1113576,41575,0.4,14.9,Vardy,1800,17,6,7,20,0,0,0,2,0,0,25,550,729.2,199.6,818.0,174.3
167,Kelechi,Iheanacho,31,,,173515,0,0,-3,3,1,4,2.2,2.7,1,1.7,False,,,57,173515.jpg,5.2,0.4,False,,a,9,13,38540,910,43601,1547,0.3,5.4,Iheanacho,313,3,2,1,4,0,0,0,1,0,0,5,111,155.2,87.1,255.0,49.8
168,Kasper,Schmeichel,88,,,17745,0,0,4,-4,0,1,3.8,4.3,4,3.3,True,,,54,17745.jpg,4.0,16.0,False,,a,9,13,1089401,19835,463943,14047,0.6,16.3,Schmeichel,1980,0,0,8,21,0,0,0,0,0,61,3,416,508.6,10.0,0.0,51.9
169,Eldin,Jakupovic,0,,,11974,0,0,-2,2,0,1,0.5,1.0,0,0.0,False,,,43,11974.jpg,0.0,0.1,False,,a,9,13,1319,13,5151,41,0.0,0.0,Jakupovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
170,Danny,Ward,0,,,95463,0,0,-2,2,0,1,0.5,1.0,0,0.0,False,,,43,95463.jpg,0.0,0.2,False,,a,9,13,2127,23,8598,68,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
171,James,Maddison,105,100.0,100.0,172780,0,0,7,-7,1,3,3.7,4.2,2,3.2,False,,2020-01-09T13:00:16.666798Z,77,172780.jpg,5.0,26.5,False,,a,9,13,2610223,30967,1455186,66178,0.4,13.6,Maddison,1769,6,5,7,18,0,0,0,2,0,0,14,398,509.0,823.1,497.0,183.0
172,Harvey,Barnes,61,100.0,100.0,201666,0,0,-1,1,1,3,2.0,2.5,1,1.5,False,,2019-12-21T19:30:16.602039Z,59,201666.jpg,3.0,0.6,False,,a,9,13,134883,478,120869,1629,0.3,10.3,Barnes,1128,1,6,5,9,0,0,0,0,0,0,3,169,203.8,265.5,458.0,92.9
173,Rachid,Ghezzal,0,0.0,0.0,115858,0,0,-3,3,0,3,0.0,0.0,0,0.0,False,Joined Fiorentina on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-18T22:00:13.300063Z,52,115858.jpg,0.0,0.0,False,,n,9,13,572,4,3830,4,0.0,0.0,Ghezzal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
174,Marc,Albrighton,15,,,51938,0,0,-3,3,0,3,1.2,1.7,0,0.7,False,,,52,51938.jpg,1.4,0.2,False,,a,9,13,8521,57,20690,148,0.1,2.9,Albrighton,352,0,1,0,7,0,0,0,1,0,0,0,76,68.4,132.8,50.0,25.1
175,Demarai,Gray,24,100.0,100.0,172632,0,0,-4,4,0,3,2.0,2.5,1,1.5,False,,2019-12-01T23:30:20.997051Z,51,172632.jpg,1.7,0.3,False,,a,9,13,10512,182,35171,260,0.3,4.7,Gray,409,1,2,0,4,0,0,1,1,0,0,0,80,109.2,114.3,156.0,37.8
176,Wilfred,Ndidi,62,0.0,0.0,203341,0,0,0,0,0,3,0.0,0.0,0,2.3,False,Knock - Expected back 01 Feb,2020-01-08T20:30:21.120630Z,50,203341.jpg,3.1,2.2,False,,i,9,13,380262,132,366428,13646,0.5,12.4,Ndidi,1730,2,1,8,17,0,0,0,3,0,0,5,328,474.8,185.7,142.0,80.5
177,Matty,James,0,0.0,0.0,61604,0,0,-2,2,0,3,0.0,0.0,0,0.0,False,Lack of match fitness - Unknown return date,2019-08-27T12:30:14.308742Z,43,61604.jpg,0.0,0.1,False,,i,9,13,11045,61,24035,118,0.0,0.0,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
178,Daniel,Amartey,0,0.0,0.0,155569,0,0,-2,2,0,3,0.0,0.0,0,0.0,False,Ankle injury - Unknown return date,2020-01-10T15:00:19.392765Z,43,155569.jpg,0.0,0.3,False,,i,9,13,27097,29,32407,965,0.0,0.0,Amartey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
179,Nampalys,Mendy,3,100.0,100.0,86881,0,0,-2,2,0,3,0.8,1.3,0,0.3,False,,2019-07-30T15:00:09.217034Z,43,86881.jpg,1.5,1.0,False,,a,9,13,90654,1118,94270,1817,0.1,0.7,Mendy,70,0,0,0,1,0,0,0,0,0,0,0,20,11.2,15.3,0.0,2.6
180,Hamza,Choudhury,25,,,197469,0,0,-2,2,0,3,2.2,2.7,2,1.7,False,,,43,197469.jpg,1.9,0.9,False,,a,9,13,124491,4266,111510,1957,0.4,5.8,Choudhury,546,1,1,1,8,0,0,0,2,0,0,0,111,132.4,51.8,70.0,25.4
265,Ayoze,Pérez,85,,,168580,1,-1,-4,4,3,3,5.2,5.7,2,4.7,False,,,61,168580.jpg,4.5,6.1,False,,a,9,13,721211,19004,1301306,17354,0.8,13.9,Pérez,1180,5,5,6,12,0,0,0,0,0,0,6,243,355.2,260.1,451.0,106.8
433,James,Justin,7,,,220627,0,0,-2,2,0,2,0.8,1.3,0,0.3,False,,,48,220627.jpg,2.3,0.1,False,,a,9,13,2761,35,7154,77,0.1,1.5,Justin,110,0,1,0,1,0,0,0,0,0,0,0,30,45.2,29.5,6.0,8.0
448,Youri,Tielemans,76,,,166989,0,0,-2,2,2,3,2.0,2.5,1,1.5,False,,,63,166989.jpg,3.6,5.1,False,,a,9,13,871179,2105,908447,17122,0.2,12.1,Tielemans,1768,3,3,8,19,0,0,0,1,0,0,4,317,338.2,468.4,309.0,111.7
480,Andy,King,0,0.0,0.0,13152,0,0,-2,2,0,3,0.0,0.0,0,0.0,False,Joined Rangers on loan until the end of the season on 15/8. - Expected back 01 Jul,2019-08-15T22:00:13.587784Z,43,13152.jpg,0.0,0.3,False,,n,9,13,39705,102,63667,382,0.0,0.0,King,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
517,Dennis,Praet,36,,,106837,0,0,-2,2,0,3,2.8,3.3,10,2.3,False,,,53,106837.jpg,2.4,0.1,False,,a,9,13,4763,705,7717,121,0.4,6.8,Praet,632,1,2,1,7,0,0,0,0,0,0,3,136,118.2,96.5,127.0,34.0
597,Filip,Benkovic,0,,,213405,0,0,0,0,0,2,1.6,2.1,0,0.0,False,,,40,213405.jpg,0.0,0.0,False,,a,9,13,137,137,7,7,0.0,0.0,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
181,Andrew,Robertson,104,100.0,100.0,122798,0,0,0,0,1,2,6.9,6.9,6,6.4,True,,2019-11-12T11:30:18.442088Z,70,122798.jpg,5.0,19.6,False,,a,10,14,983900,34470,1710571,12146,0.9,14.9,Robertson,1813,1,6,7,14,0,0,0,0,0,0,12,480,493.0,503.2,232.0,122.8
182,Trent,Alexander-Arnold,118,100.0,100.0,169187,0,0,5,-5,3,2,10.5,10.5,6,10.0,True,,2019-10-22T15:00:19.720774Z,75,169187.jpg,5.6,38.8,False,,a,10,14,2194509,45133,1154257,11562,1.3,15.7,Alexander-Arnold,1842,2,10,7,14,0,0,0,4,0,0,12,525,636.8,901.8,280.0,181.9
183,Virgil,van Dijk,98,100.0,100.0,97032,0,0,-1,1,1,2,6.9,6.9,6,6.4,False,,2019-10-27T20:00:16.725016Z,64,97032.jpg,4.7,40.1,False,,a,10,14,1141300,30385,1960325,18582,1.0,15.3,van Dijk,1890,3,0,8,14,0,0,0,1,0,0,8,436,526.0,62.7,228.0,81.7
184,Joseph,Gomez,45,100.0,100.0,171287,0,0,-3,3,0,2,7.1,7.1,6,6.6,False,,2019-11-16T11:30:12.618594Z,52,171287.jpg,3.8,3.1,False,,a,10,14,237743,31057,152503,5025,1.3,8.7,Gomez,647,0,0,6,1,0,0,0,3,0,0,5,183,138.8,64.8,0.0,20.3
185,Joel,Matip,32,50.0,25.0,60914,0,0,-3,3,0,2,0.2,0.1,0,0.0,False,Knee injury - 50% chance of playing,2019-10-22T15:00:19.734580Z,52,60914.jpg,4.6,1.2,False,,d,10,14,443862,50,488239,698,0.0,6.2,Matip,630,1,0,2,5,0,0,0,0,0,0,4,141,192.4,20.9,35.0,25.0
186,Dejan,Lovren,16,50.0,0.0,38454,0,0,-2,2,0,2,0.2,0.0,0,0.0,False,Muscle injury - 50% chance of playing,2019-12-10T22:00:14.744701Z,53,38454.jpg,2.0,0.2,False,,d,10,14,51841,15,63271,264,0.0,3.0,Lovren,669,0,1,0,8,0,0,0,1,0,0,0,130,172.0,20.7,52.0,24.6
187,Roberto,Firmino,100,,,92217,0,0,-2,2,1,4,5.9,5.9,9,5.4,False,,,93,92217.jpg,4.8,9.6,False,,a,10,14,1070934,58382,1223095,10404,0.6,10.8,Firmino,1710,7,5,10,9,0,0,0,0,0,0,17,394,478.6,366.7,1060.0,190.6
188,Divock,Origi,43,100.0,100.0,152760,0,0,-3,3,1,4,2.1,2.1,1,1.6,False,,2019-09-14T13:30:10.426607Z,52,152760.jpg,2.5,2.6,False,,a,10,14,403770,1142,577172,3128,0.3,8.3,Origi,407,3,2,0,9,0,0,0,0,0,0,6,159,154.0,80.1,148.0,38.2
189,Alisson,Ramses Becker,51,100.0,100.0,116535,1,-1,1,-1,1,1,7.1,7.1,9,6.6,False,,2019-11-30T17:00:19.325478Z,61,116535.jpg,3.9,9.1,False,,a,10,14,490228,23233,1734391,5008,1.1,8.5,Alisson,1103,0,0,6,6,0,0,0,0,1,26,2,238,201.8,0.0,0.0,20.3
190,Simon,Mignolet,0,0.0,0.0,66797,0,0,0,0,0,1,0.0,0.0,0,0.0,False,Joined Club Brugge on a permanent deal on 5/8,2019-08-05T14:30:10.321194Z,45,66797.jpg,0.0,0.0,False,,u,10,14,511,10,2873,12,0.0,0.0,Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
191,Mohamed,Salah,126,100.0,100.0,118748,0,0,-2,2,4,3,8.1,8.1,6,7.6,True,,2019-11-12T23:00:18.865321Z,123,118748.jpg,7.0,25.4,False,,a,10,14,1711254,38078,2822460,17628,0.6,10.2,Salah,1529,10,5,10,8,0,0,0,0,0,0,15,344,546.2,437.3,1062.0,204.4
192,Sadio,Mané,143,100.0,100.0,110979,1,-1,9,-9,6,3,7.3,7.3,3,6.8,True,,2019-09-22T20:00:17.288665Z,124,110979.jpg,7.2,40.0,False,,a,10,14,3362848,32247,1666017,28954,0.5,11.5,Mané,1663,11,8,8,12,0,0,0,1,0,0,18,416,643.6,490.6,769.0,190.4
193,Alex,Oxlade-Chamberlain,27,100.0,100.0,81880,0,0,-3,3,0,3,1.1,1.1,2,0.6,False,,2019-12-22T10:30:14.855332Z,62,81880.jpg,2.1,0.4,False,,a,10,14,66997,898,82722,381,0.1,4.4,Chamberlain,567,1,0,4,3,0,0,0,1,0,0,0,87,94.0,93.6,223.0,40.9
194,Xherdan,Shaqiri,14,100.0,75.0,68312,0,0,-2,2,0,3,1.3,1.0,1,0.8,False,,2019-12-30T01:00:22.267059Z,63,68312.jpg,2.3,0.2,False,,a,10,14,9233,79,29676,91,0.1,2.2,Shaqiri,174,1,0,1,2,0,0,0,0,0,0,0,51,47.8,46.7,37.0,13.2
195,Adam,Lallana,23,100.0,100.0,39155,0,0,-2,2,0,3,2.1,2.1,1,1.6,False,,2019-12-09T10:00:19.864480Z,58,39155.jpg,2.1,0.1,False,,a,10,14,4969,151,9224,158,0.3,4.0,Lallana,310,1,1,1,4,0,0,0,1,0,0,1,79,95.6,61.1,65.0,22.2
196,Naby,Keita,20,0.0,0.0,175592,0,0,-2,2,1,3,0.0,0.0,0,0.8,False,Groin Injury - Unknown return date,2020-01-02T22:00:17.483456Z,58,175592.jpg,4.0,0.3,False,,i,10,14,41538,13,61653,2999,0.1,3.4,Keita,196,1,1,2,0,0,0,0,0,0,0,3,78,99.4,65.9,60.0,22.5
197,Fabio Henrique,Tavares,32,50.0,0.0,116643,0,0,-1,1,0,3,0.2,0.0,0,0.0,False,Ankle injury - 50% chance of playing,2019-11-23T17:00:22.531327Z,54,116643.jpg,2.7,1.0,False,,d,10,14,110578,77,145300,626,0.0,5.9,Fabinho,1006,1,1,2,10,0,0,0,5,0,0,4,199,220.6,198.8,41.0,46.1
198,Jordan,Henderson,60,100.0,100.0,56979,0,0,-1,1,0,3,3.3,3.3,3,2.8,False,,2019-12-26T22:30:12.088362Z,54,56979.jpg,3.0,1.1,False,,a,10,14,104022,3341,100659,2005,0.5,11.1,Henderson,1436,1,2,10,8,0,0,0,1,0,0,3,304,308.6,297.9,144.0,75.0
199,Georginio,Wijnaldum,60,100.0,100.0,41733,0,0,-1,1,1,3,3.1,3.1,3,2.6,False,,2019-12-14T14:30:24.028899Z,54,41733.jpg,3.0,2.2,False,,a,10,14,245543,3178,287591,3416,0.5,11.1,Wijnaldum,1672,2,0,8,12,0,0,0,0,0,0,3,267,241.0,143.8,231.0,61.6
200,James,Milner,42,0.0,0.0,15157,0,0,-2,2,1,3,0.0,0.0,0,2.4,False,Muscle injury - Unknown return date,2020-01-05T22:00:20.064990Z,53,15157.jpg,2.6,0.5,False,,i,10,14,42110,19,72077,1616,0.5,7.9,Milner,662,2,2,4,6,0,0,0,3,0,0,3,158,176.0,124.2,81.0,38.3
201,Rafael,Camacho,0,0.0,0.0,217989,0,0,0,0,0,3,0.0,0.0,0,0.0,False,Joined Sporting CP on a permanent deal on 27/6,2019-07-02T09:00:13.203360Z,45,217989.jpg,0.0,0.0,False,,u,10,14,504,4,615,5,0.0,0.0,Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
464,Rhian,Brewster,0,0.0,0.0,195473,0,0,-3,3,0,4,0.0,0.0,0,0.0,False,Joined Swansea City on loan until the end of the season on 7/1. - Expected back 01 Jul,2020-01-08T02:00:17.506626Z,42,195473.jpg,0.0,0.5,False,,n,10,14,59532,1231,73425,1322,0.0,0.0,Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
526,Adrián,San Miguel del Castillo,25,100.0,100.0,60706,0,0,-4,4,0,1,0.5,0.5,0,0.0,False,,2019-08-16T11:00:10.760553Z,41,60706.jpg,2.5,2.2,False,,a,10,14,620371,1015,578945,3264,0.0,6.1,Adrián,783,0,0,2,9,0,0,0,1,0,16,0,123,112.8,0.0,0.0,11.3
530,Andy,Lonergan,0,,,11948,0,0,-2,2,0,1,0.5,0.5,0,0.0,False,,,43,11948.jpg,0.0,0.0,False,,a,10,14,2223,5,2820,9,0.0,0.0,Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
531,Caoimhin,Kelleher,0,100.0,100.0,200720,0,0,-1,1,0,1,0.5,0.5,0,0.0,False,,2019-11-13T16:30:17.640123Z,44,200720.jpg,0.0,0.0,False,,a,10,14,1084,18,1449,22,0.0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
550,Harvey,Elliott,1,100.0,100.0,444884,0,0,0,0,0,3,0.7,0.7,0,0.2,False,,2019-11-13T16:30:17.659021Z,45,444884.jpg,1.0,0.0,False,,a,10,14,928,30,740,25,0.0,0.2,Elliott,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
569,Curtis,Jones,1,,,206915,0,0,0,0,0,3,0.5,0.5,0,0.0,False,,,45,206915.jpg,1.0,0.0,False,,a,10,14,419,40,264,39,0.0,0.2,Jones,14,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.8,4.0,0.5
