id,first_name,second_name,total_points,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,selected_by_percent,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
85,Matthew,Lowton,29,,,68983,0,0,-3,3,0,2,-0.3,-0.3,1,0.2,False,,,42,68983.jpg,2.2,0.4,False,,a,5,90,100883,690,99104,587,0.0,6.9,Lowton,1170,0,1,3,26,0,0,0,2,0,0,0,191,239.8,172.7,15.0,42.9
86,Phil,Bardsley,27,100.0,50.0,17997,0,0,-2,2,0,2,2.0,1.0,0,2.5,False,,2020-01-09T14:30:12.956704Z,43,17997.jpg,3.0,0.2,False,,a,5,90,16628,144,15888,679,0.6,6.3,Bardsley,810,0,0,4,11,0,0,0,2,0,0,0,140,138.2,60.1,47.0,24.5
87,Charlie,Taylor,26,100.0,100.0,103914,0,0,-3,3,0,2,1.3,1.3,1,1.8,False,,2019-11-30T18:30:12.146951Z,42,103914.jpg,2.6,0.8,False,,a,5,90,71039,964,110909,1686,0.4,6.2,Taylor,745,0,0,3,8,0,0,0,1,0,0,1,125,128.6,112.2,7.0,24.9
88,Kevin,Long,1,100.0,100.0,41674,0,0,-2,2,0,2,-0.3,-0.3,0,0.2,False,,2019-12-05T14:00:19.724270Z,43,41674.jpg,1.0,0.1,False,,a,5,90,3562,46,8573,68,0.0,0.2,Long,2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0
89,Ben,Gibson,0,100.0,100.0,83312,0,0,-1,1,0,2,-0.5,-0.5,0,0.0,False,,2019-12-16T02:30:15.853546Z,39,83312.jpg,0.0,2.5,False,,a,5,90,113969,5382,164518,1893,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
90,Ashley,Barnes,61,25.0,25.0,44699,0,0,-3,3,1,4,0.2,0.2,0,1.2,False,Groin Injury - 25% chance of playing,2020-01-05T01:00:11.884714Z,62,44699.jpg,3.2,2.6,False,,d,5,90,1127718,45,1152371,4875,0.2,9.8,Barnes,1350,6,0,8,21,0,0,0,4,0,0,6,161,226.2,85.1,474.0,75.9
91,Chris,Wood,77,100.0,100.0,60689,0,0,-3,3,2,4,3.5,3.5,2,4.0,False,,2020-01-05T01:00:11.897493Z,62,60689.jpg,3.9,0.9,False,,a,5,90,198478,1784,251118,3168,0.6,12.4,Wood,1648,8,0,8,25,1,0,0,1,0,0,9,198,315.2,162.8,691.0,115.7
92,Matej,Vydra,9,100.0,100.0,81183,0,0,-2,2,0,4,-0.3,-0.3,1,0.2,False,,2019-11-21T14:00:21.258493Z,53,81183.jpg,1.5,0.1,False,,a,5,90,4129,36,6937,48,0.0,1.7,Vydra,100,0,1,0,1,0,0,0,0,0,0,0,20,18.2,14.8,15.0,4.8
93,Nick,Pope,77,100.0,100.0,98747,-1,1,1,-1,1,1,3.0,3.0,2,3.5,False,,2019-07-31T00:00:11.182051Z,46,98747.jpg,3.5,12.9,False,,a,5,90,1088176,8550,658536,26216,0.8,16.7,Pope,1980,0,0,7,37,0,0,0,0,0,63,7,415,460.6,30.3,2.0,49.2
95,Joe,Hart,0,,,15749,0,0,-3,3,0,1,-0.5,-0.5,0,0.0,False,,,42,15749.jpg,0.0,1.1,False,,a,5,90,21514,235,90370,572,0.0,0.0,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
96,Johann Berg,Gudmundsson,20,0.0,0.0,60586,0,0,-1,1,0,3,0.0,0.0,0,0.5,False,Hamstring injury - Unknown return date,2020-01-05T01:00:11.915368Z,59,60586.jpg,2.9,0.4,False,,i,5,90,79637,6,115234,200,0.1,3.4,Gudmundsson,398,1,0,3,4,0,0,0,0,0,0,1,66,83.2,156.8,92.0,33.1
97,Dwight,McNeil,68,100.0,100.0,433154,0,0,0,0,0,3,1.3,1.3,1,1.8,False,,2019-09-26T14:30:17.961067Z,60,433154.jpg,3.1,0.5,False,,a,5,90,126834,224,124529,1740,0.3,11.3,McNeil,1899,1,5,8,35,0,0,0,4,0,0,1,290,337.2,500.5,231.0,106.8
98,Robbie,Brady,28,75.0,100.0,90517,0,0,0,0,0,3,0.4,0.5,0,1.0,False,Calf injury - 75% chance of playing,2020-01-12T11:00:21.132803Z,55,90517.jpg,2.2,0.0,False,,d,5,90,3534,26,3706,182,0.2,5.1,Brady,394,1,2,1,10,0,0,0,1,0,0,0,99,103.4,87.2,86.0,27.7
99,Steven,Defour,0,0.0,0.0,39847,0,0,0,0,0,3,0.0,0.0,0,0.0,False,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,55,39847.jpg,0.0,0.0,False,,u,5,90,242,1,374,3,0.0,0.0,Defour,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,Jeff,Hendrick,49,100.0,100.0,83314,0,0,-1,1,0,3,0.8,0.8,2,1.3,False,,2019-12-21T17:00:13.956122Z,54,83314.jpg,2.9,0.1,False,,a,5,90,12688,82,14146,120,0.2,9.1,Hendrick,1302,2,1,6,27,0,0,0,5,0,0,4,150,173.8,120.7,205.0,49.8
101,Ashley,Westwood,61,100.0,100.0,60551,0,0,-1,1,0,3,3.5,3.5,1,4.0,False,,2019-12-19T15:00:19.383162Z,54,60551.jpg,3.2,0.4,False,,a,5,90,33876,657,64522,743,0.7,11.3,Westwood,1710,0,6,7,26,0,0,0,7,0,0,5,280,305.0,451.6,85.0,84.2
102,Jack,Cork,45,100.0,100.0,40145,0,0,-1,1,0,3,1.8,1.8,2,2.3,False,,2019-09-29T10:30:09.629136Z,49,40145.jpg,2.2,0.2,False,,a,5,90,11734,46,21354,149,0.5,9.2,Cork,1735,0,0,6,33,0,0,0,0,0,0,0,205,185.2,143.9,241.0,57.1
430,Aaron,Lennon,13,100.0,75.0,17349,-1,1,-4,4,0,3,-0.2,-0.2,1,0.3,False,,2019-12-23T18:00:10.964344Z,46,17349.jpg,1.0,0.1,False,,a,5,90,4255,93,10059,56,0.1,2.8,Lennon,475,0,0,0,15,0,0,0,3,0,0,0,46,44.0,37.5,12.0,9.5
447,Erik,Pieters,42,100.0,100.0,39487,0,0,-2,2,1,2,0.8,0.8,0,1.3,False,,2019-12-02T16:00:24.543370Z,43,39487.jpg,2.8,4.9,False,,a,5,90,1002582,529,841312,8108,0.3,9.8,Pieters,1233,0,3,3,29,0,0,0,1,0,0,7,226,238.6,152.7,23.0,41.1
451,Jay,Rodriguez,40,75.0,50.0,44683,0,0,-3,3,0,4,1.3,0.9,0,2.2,False,Illness - 75% chance of playing,2020-01-09T14:30:13.786870Z,57,44683.jpg,1.9,0.2,False,,d,5,90,16006,23,35210,461,0.4,7.0,Rodriguez,769,3,0,0,23,0,0,0,1,0,0,3,114,148.6,39.6,227.0,40.5
495,Bailey,Peacock-Farrell,0,,,220037,0,0,-1,1,0,1,-0.5,-0.5,0,0.0,False,,,44,220037.jpg,0.0,0.1,False,,a,5,90,1310,37,3274,39,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
571,Mace,Goodridge,0,,,195064,0,0,0,0,0,3,-0.5,-0.5,0,0.0,False,,,45,195064.jpg,0.0,0.0,False,,a,5,90,205,9,158,18,0.0,0.0,Goodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
572,Anthony,Driscoll-Glennon,0,0.0,0.0,195471,0,0,0,0,0,2,0.0,0.0,0,0.0,False,Joined Grimsby Town on loan until the end of the season on 7/1. - Expected back 01 Jul,2020-01-08T02:00:17.684892Z,40,195471.jpg,0.0,0.0,False,,n,5,90,1353,11,889,156,0.0,0.0,Driscoll-Glennon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
596,Abd-Al-Ali Morakinyo Olaposi,Koiki,0,,,432793,0,0,0,0,0,2,0.6,0.6,0,0.0,False,,,40,432793.jpg,0.0,0.0,False,,a,5,90,46,46,5,5,0.0,0.0,Koiki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
103,Marcos,Alonso,47,75.0,0.0,82263,0,0,-5,5,2,2,1.7,0.0,0,1.8,False,Muscle injury - 75% chance of playing,2019-12-28T01:00:24.217758Z,60,82263.jpg,5.9,2.1,False,,d,6,8,259395,61,462938,2554,0.3,7.8,Alonso,588,1,3,4,4,0,0,0,3,0,0,5,181,178.2,149.0,115.0,44.1
104,Antonio,Rüdiger,18,100.0,100.0,102380,0,0,0,0,0,2,3.3,3.3,6,2.8,False,,2019-09-14T17:00:16.188229Z,60,102380.jpg,2.6,0.3,False,,a,6,8,19948,1031,15133,566,0.5,3.0,Rüdiger,585,0,0,2,5,0,0,0,2,0,0,0,114,117.0,11.2,56.0,18.4
105,César,Azpilicueta,68,100.0,100.0,41328,0,0,-2,2,2,2,6.2,6.2,12,5.7,False,,2019-12-22T19:30:15.441735Z,58,41328.jpg,3.4,5.4,False,,a,6,8,242480,21990,432317,2908,1.0,11.7,Azpilicueta,1789,1,3,4,28,0,0,0,0,0,0,7,366,496.6,385.3,202.0,108.6
107,Emerson,Palmieri dos Santos,18,100.0,100.0,109533,0,0,0,0,0,2,1.2,1.2,0,0.7,False,,2019-09-08T20:30:10.510601Z,55,109533.jpg,1.5,0.8,False,,a,6,8,176646,223,225162,919,0.1,3.3,Emerson,915,0,0,1,18,0,0,0,1,0,0,0,167,188.2,224.0,187.0,60.1
108,Andreas,Christensen,17,100.0,100.0,135363,0,0,-1,1,0,2,1.5,1.5,6,1.0,False,,2019-10-13T07:30:10.505993Z,49,135363.jpg,1.9,0.6,False,,a,6,8,60671,373,100526,204,0.2,3.5,Christensen,761,0,0,2,15,0,0,0,2,0,0,0,144,158.8,18.7,42.0,22.0
109,Davide,Zappacosta,0,0.0,0.0,105700,0,0,-2,2,0,2,0.0,0.0,0,0.0,False,Joined Roma on loan until the end of January on 21/8. - Expected back 01 Feb,2019-08-21T19:30:16.936375Z,43,105700.jpg,0.0,0.2,False,,n,6,8,3244,13,27569,66,0.0,0.0,Zappacosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
110,Olivier,Giroud,7,100.0,100.0,44346,0,0,-4,4,0,4,0.5,0.5,0,0.0,False,,2019-12-29T14:30:26.498652Z,66,44346.jpg,1.4,1.0,False,,a,6,8,61399,206,174808,382,0.0,1.1,Giroud,190,0,0,1,5,0,0,0,0,0,0,0,16,14.6,55.6,64.0,13.3
111,Kepa,Arrizabalaga,60,,,109745,0,0,0,0,0,1,3.8,3.8,6,3.3,False,,,55,109745.jpg,2.7,5.1,False,,a,6,8,332208,2610,377135,3254,0.6,10.9,Kepa,1980,0,0,5,29,0,0,0,0,0,40,0,349,366.6,0.0,0.0,36.7
112,Willy,Caballero,0,,,20310,0,0,-2,2,0,1,0.5,0.5,0,0.0,False,,,48,20310.jpg,0.0,0.2,False,,a,6,8,3292,25,11347,96,0.0,0.0,Caballero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
113,Willian,Borges Da Silva,92,100.0,100.0,47431,0,0,2,-2,3,3,6.5,6.5,6,6.0,False,,2019-12-04T22:00:11.458677Z,72,47431.jpg,4.4,6.6,False,,a,6,8,774357,33170,405944,20217,0.8,12.8,Willian,1540,4,5,7,16,0,0,0,2,0,0,14,396,442.6,645.3,529.0,161.8
114,Pedro,Rodríguez Ledesma,10,100.0,100.0,49579,0,0,-2,2,0,3,0.7,0.7,0,0.2,False,,2019-08-24T13:30:14.550162Z,68,49579.jpg,2.0,1.1,False,,a,6,8,123531,175,265624,418,0.0,1.5,Pedro,310,0,0,1,6,0,0,0,0,0,0,0,40,64.2,113.3,153.0,33.1
115,Ruben,Loftus-Cheek,0,0.0,0.0,126187,0,0,-2,2,0,3,0.0,0.0,0,0.0,False,Achilles injury - Unknown return date,2019-06-25T11:30:07.068350Z,63,126187.jpg,0.0,0.1,False,,i,6,8,931,14,5263,17,0.0,0.0,Loftus-Cheek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
116,Callum,Hudson-Odoi,36,100.0,100.0,209046,0,0,-7,7,0,3,2.7,2.7,8,2.2,False,,2019-11-22T14:00:21.035255Z,53,209046.jpg,2.6,0.6,False,,a,6,8,293400,8748,272897,932,0.4,6.8,Hudson-Odoi,498,1,3,2,7,0,0,0,1,0,0,3,124,151.6,222.0,283.0,65.4
117,Ross,Barkley,12,100.0,100.0,88894,0,0,-4,4,0,3,1.0,1.0,3,0.5,False,,2019-10-19T16:00:15.801912Z,56,88894.jpg,1.7,1.3,False,,a,6,8,72673,302,454950,341,0.1,2.1,Barkley,425,0,0,2,5,0,0,0,0,0,0,0,54,78.8,148.2,171.0,39.8
118,Jorge Luiz,Frello Filho,63,100.0,100.0,85955,0,0,-1,1,1,3,4.0,4.0,9,3.5,False,,2019-11-02T20:00:14.959095Z,49,85955.jpg,3.1,3.4,False,,a,6,8,477160,16844,531284,3014,0.7,12.9,Jorginho,1513,3,3,4,22,0,0,0,8,0,0,6,360,404.4,272.8,93.0,77.3
119,N'Golo,Kanté,42,75.0,100.0,116594,0,0,0,0,0,3,1.5,2.0,0,1.5,False,Hamstring injury - 75% chance of playing,2020-01-12T11:30:16.542381Z,50,116594.jpg,3.0,4.4,False,,d,6,8,394479,2206,613329,13618,0.3,8.4,Kanté,1124,3,0,2,16,0,0,0,3,0,0,2,211,326.0,326.9,123.0,77.7
121,Ethan,Ampadu,0,0.0,0.0,199598,0,0,-1,1,0,3,0.0,0.0,0,0.0,False,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Jul,2019-07-22T13:30:07.199042Z,44,199598.jpg,0.0,0.0,False,,n,6,8,1315,19,2184,16,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
431,Christian,Pulisic,70,0.0,0.0,176413,0,0,-5,5,1,3,0.0,0.0,0,1.2,False,Tendon Injury - Expected back 01 Feb,2020-01-05T22:00:20.602971Z,70,176413.jpg,4.4,4.6,False,,i,6,8,1404547,89,1724881,30634,0.2,10.0,Pulisic,1069,5,3,3,19,0,0,0,0,0,0,5,217,335.6,271.9,719.0,132.7
432,Mateo,Kovacic,48,100.0,100.0,91651,0,0,-2,2,0,3,1.7,1.7,0,1.2,False,,2019-12-22T17:30:15.716801Z,53,91651.jpg,2.4,1.0,False,,a,6,8,116144,668,138630,2504,0.2,9.1,Kovacic,1327,1,3,2,23,0,0,0,6,0,0,4,316,352.4,308.1,97.0,75.6
459,Kurt,Zouma,37,100.0,100.0,103192,0,0,-3,3,0,2,2.3,2.3,0,1.8,False,,2019-09-28T16:00:17.677906Z,47,103192.jpg,1.9,2.0,False,,a,6,8,146007,1056,230196,5764,0.4,7.9,Zouma,1668,0,0,3,26,1,0,0,3,0,0,1,281,376.0,30.3,127.0,52.9
460,Tammy,Abraham,121,100.0,100.0,173879,0,0,8,-8,4,4,4.5,4.5,6,4.0,False,,2019-11-27T19:00:19.734537Z,78,173879.jpg,5.8,34.0,False,,a,6,8,5047378,71660,3043324,50002,0.5,15.5,Abraham,1660,13,4,6,22,1,0,0,2,0,0,20,383,559.6,240.8,946.0,174.5
461,Michy,Batshuayi,23,,,94245,0,0,-4,4,0,4,0.8,0.8,0,0.3,False,,,66,94245.jpg,1.9,0.5,False,,a,6,8,89706,228,126122,436,0.0,3.5,Batshuayi,118,1,2,0,4,0,0,0,0,0,0,1,57,60.8,37.6,157.0,25.1
462,Robert Kenedy,Nunes do Nascimento,0,0.0,0.0,167767,0,0,-2,2,0,3,0.0,0.0,0,0.0,False,Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:15.527764Z,53,167767.jpg,0.0,0.0,False,,n,6,8,854,6,4506,14,0.0,0.0,Kenedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
463,Mason,Mount,85,100.0,100.0,184341,-1,1,2,-2,0,3,3.2,3.2,3,2.7,False,,2019-11-05T22:00:17.579402Z,62,184341.jpg,3.9,18.6,False,,a,6,8,3695837,13264,2639900,51116,0.4,13.7,Mount,1801,5,3,6,25,0,0,0,3,0,0,6,314,411.4,520.7,686.0,162.0
506,Reece,James,31,100.0,100.0,225796,0,0,0,0,1,2,2.7,2.7,11,2.2,False,,2019-12-28T01:00:25.239167Z,50,225796.jpg,2.8,0.4,False,,a,6,8,61031,11842,41234,734,0.4,6.2,James,601,0,2,2,7,0,0,0,1,0,0,3,168,150.4,139.0,83.0,37.3
529,Fikayo,Tomori,47,100.0,100.0,194794,0,0,2,-2,2,2,1.8,1.8,0,1.3,False,,2020-01-03T16:00:15.512513Z,47,194794.jpg,3.4,3.4,False,,a,6,8,804611,1369,605162,19938,0.3,10.0,Tomori,1228,1,0,4,16,0,0,0,3,0,0,7,255,318.2,65.4,77.0,46.3
533,Billy,Gilmour,2,100.0,75.0,243568,0,0,0,0,0,3,0.5,0.4,0,0.0,False,,2020-01-03T16:00:15.525594Z,45,243568.jpg,1.0,0.0,False,,a,6,8,2574,24,2223,36,0.0,0.4,Gilmour,9,0,0,0,1,0,0,0,0,0,0,0,5,2.8,12.6,0.0,1.5
545,Addji Keaninkin Marc-Israel,Guehi,0,0.0,0.0,209036,0,0,0,0,0,2,0.0,0.0,0,0.0,False,Joined Swansea City on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-10T11:00:15.069169Z,40,209036.jpg,0.0,0.1,False,,n,6,8,6438,16,5381,410,0.0,0.0,Guehi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
586,Tariq,Lamptey,1,,,232792,0,0,0,0,0,2,0.8,0.8,0,0.3,False,,,40,232792.jpg,1.0,0.1,False,,a,6,8,6208,359,1995,369,0.1,0.2,Lamptey,31,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0
123,Patrick,van Aanholt,55,0.0,0.0,74230,0,0,0,0,1,2,0.0,0.0,0,0.7,False,Hamstring injury - Unknown return date,2019-12-26T17:00:15.621945Z,55,74230.jpg,3.2,4.7,False,,i,7,31,772483,31,958026,10269,0.1,10.0,van Aanholt,1442,2,0,4,20,1,0,0,0,0,0,3,273,282.6,241.0,137.0,66.1
124,James,Tomkins,45,100.0,100.0,49413,0,0,0,0,1,2,2.7,3.2,1,3.7,False,,2019-06-25T11:30:07.097330Z,50,49413.jpg,3.2,0.8,False,,a,7,31,81528,656,32654,3891,0.7,9.0,Tomkins,1252,1,1,3,16,0,0,0,3,0,0,4,219,307.2,26.7,103.0,43.7
125,Mamadou,Sakho,7,0.0,0.0,40784,0,0,0,0,0,2,0.0,0.0,0,0.8,False,Hamstring injury - Unknown return date,2020-01-02T14:30:15.443594Z,50,40784.jpg,0.9,0.1,False,,i,7,31,4595,7,8277,147,0.2,1.4,Sakho,465,0,0,0,8,0,0,0,0,1,0,0,69,86.0,13.2,6.0,10.6
126,Joel,Ward,38,0.0,0.0,55494,0,0,-2,2,0,2,0.0,0.0,0,0.0,False,Knee injury - Expected back 18 Jan,2019-11-23T18:00:20.336284Z,43,55494.jpg,2.9,1.1,False,,i,7,31,273563,29,264761,1672,0.0,8.8,Ward,1102,0,1,3,15,0,0,0,2,0,0,5,197,215.6,61.5,30.0,30.8
127,Scott,Dann,15,100.0,0.0,19188,0,0,-2,2,0,2,-0.7,0.0,0,0.3,False,,2019-12-20T13:30:13.414607Z,43,19188.jpg,3.0,0.1,False,,a,7,31,10051,31,20422,105,0.1,3.5,Dann,335,0,1,1,2,0,0,0,0,0,0,0,71,80.0,10.9,69.0,16.0
128,Martin,Kelly,62,100.0,100.0,58786,0,0,4,-4,0,2,1.0,1.5,2,2.0,False,,2019-10-20T11:30:19.277461Z,44,58786.jpg,3.6,31.1,False,,a,7,31,1785087,9018,1146099,41366,0.5,14.1,Kelly,1396,0,1,6,12,0,0,0,0,0,0,4,264,280.8,96.3,15.0,39.2
129,Christian,Benteke,17,0.0,0.0,54861,0,0,-3,3,0,4,0.0,0.0,0,0.5,False,Muscle injury - Unknown return date,2019-12-26T17:00:15.649503Z,57,54861.jpg,1.1,0.5,False,,i,7,31,30739,30,75642,397,0.1,3.0,Benteke,486,0,0,1,7,0,0,0,2,0,0,0,53,79.4,103.7,256.0,43.7
130,Connor,Wickham,13,100.0,100.0,59125,0,0,-1,1,0,4,0.8,1.3,0,1.8,False,,2019-09-13T12:30:19.022759Z,44,59125.jpg,3.2,2.2,False,,a,7,31,265683,538,466411,2060,0.4,3.0,Wickham,60,1,1,0,0,0,0,0,0,0,0,2,41,56.4,23.4,56.0,13.5
131,Vicente,Guaita,82,100.0,100.0,40836,0,0,1,-1,2,1,2.5,3.0,3,3.5,False,,2019-10-20T11:30:19.312033Z,51,40836.jpg,4.1,2.9,False,,a,7,31,311883,1722,160665,12490,0.7,16.1,Guaita,1800,0,0,6,20,0,0,0,1,0,59,10,369,466.8,0.0,0.0,46.6
132,Wayne,Hennessey,6,,,20066,0,0,-2,2,0,1,-1.0,-0.5,0,0.0,False,,,43,20066.jpg,3.0,0.6,False,,a,7,31,16438,193,48789,428,0.0,1.4,Hennessey,180,0,0,0,4,0,0,0,0,0,13,0,42,87.4,0.0,0.0,8.7
133,Wilfried,Zaha,73,100.0,100.0,82403,0,0,-2,2,1,3,2.5,3.0,2,3.5,False,,2020-01-06T01:00:17.820409Z,68,82403.jpg,3.3,9.9,False,,a,7,31,937853,6310,1499019,28274,0.5,10.7,Zaha,1915,3,3,5,24,0,0,0,3,0,0,4,209,376.6,339.6,644.0,136.2
134,Luka,Milivojevic,58,0.0,0.0,66975,0,0,-3,3,1,3,0.0,0.0,0,2.2,False,Suspended until 01 Feb,2020-01-06T01:00:17.832337Z,67,66975.jpg,2.9,2.1,False,,s,7,31,58668,23,431554,4580,0.3,8.7,Milivojevic,1785,2,1,6,22,0,0,0,8,0,0,7,271,330.6,408.1,142.0,88.1
135,Andros,Townsend,33,0.0,0.0,60252,0,0,-4,4,0,3,0.0,0.0,0,0.0,False,Knock - Unknown return date,2019-12-16T20:00:21.552659Z,56,60252.jpg,2.4,1.0,False,,i,7,31,47678,11,216129,1069,0.0,5.9,Townsend,778,1,1,3,12,0,0,0,0,0,0,0,138,167.6,132.6,70.0,37.1
136,Max,Meyer,15,75.0,100.0,141020,0,0,-3,3,0,3,0.4,1.0,2,1.5,False,Ankle injury - 75% chance of playing,2020-01-11T20:30:19.086626Z,52,141020.jpg,1.5,0.1,False,,d,7,31,4195,14,10880,70,0.3,2.9,Meyer,481,0,0,1,6,0,0,0,1,0,0,0,35,44.6,24.8,94.0,16.1
137,Jeffrey,Schlupp,40,0.0,0.0,86417,0,0,0,0,1,3,0.0,0.0,0,0.0,False,Muscle injury - Unknown return date,2019-12-07T20:00:14.825615Z,55,86417.jpg,2.9,0.1,False,,i,7,31,19926,2,25361,151,0.0,7.3,Schlupp,856,2,1,4,12,0,0,0,2,0,0,3,121,198.0,95.3,233.0,52.7
138,James,McArthur,57,100.0,100.0,50471,0,0,-3,3,0,3,0.8,1.3,2,1.8,False,,2019-11-03T16:30:17.881657Z,52,50471.jpg,2.7,0.7,False,,a,7,31,37312,329,109178,1018,0.3,11.0,McArthur,1822,0,3,7,17,0,0,0,3,0,0,2,252,337.6,238.0,291.0,86.9
139,Cheikhou,Kouyaté,58,100.0,100.0,55037,0,0,-1,1,0,3,2.7,3.2,7,3.7,False,,2019-09-14T16:30:11.053549Z,49,55037.jpg,2.9,0.2,False,,a,7,31,21791,791,20022,403,0.8,11.8,Kouyaté,1547,1,2,6,18,0,0,0,1,0,0,4,194,229.4,117.1,212.0,55.6
140,Luke,Dreher,0,,,221275,0,0,-2,2,0,3,-1.0,-0.5,0,0.0,False,,,43,221275.jpg,0.0,0.1,False,,a,7,31,8854,657,8111,272,0.0,0.0,Dreher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
146,Cenk,Tosun,13,100.0,100.0,66838,0,0,-3,3,0,4,-0.5,0.0,1,0.5,False,,2019-11-14T10:00:15.071754Z,57,66838.jpg,2.2,0.1,False,,a,7,31,7652,287,15766,114,0.1,2.3,Tosun,310,1,0,1,4,0,0,0,0,0,0,0,42,42.6,49.1,167.0,25.8
157,James,McCarthy,18,,,50472,0,0,-1,1,0,3,0.5,1.0,1,1.5,False,,,44,50472.jpg,1.1,0.6,False,,a,7,31,42373,456,55459,589,0.3,4.1,McCarthy,619,0,0,0,9,0,0,0,4,0,0,0,82,95.4,66.0,29.0,19.1
468,Jordan,Ayew,83,,,80146,0,0,0,0,1,4,3.8,4.3,9,4.8,False,,,50,80146.jpg,4.0,7.3,False,,a,7,31,1196134,30439,947963,13390,1.0,16.6,Ayew,1752,6,1,8,19,0,0,0,3,0,0,17,264,349.2,255.4,532.0,113.3
503,Gary,Cahill,33,100.0,100.0,19419,0,0,-1,1,0,2,-0.7,-0.2,2,0.3,False,,2019-12-16T20:00:22.203812Z,44,19419.jpg,2.5,1.1,False,,a,7,31,101615,945,172758,680,0.1,7.5,Cahill,1170,0,0,3,18,0,0,0,1,0,0,3,210,240.0,26.1,152.0,42.1
510,Víctor,Camarasa,1,0.0,75.0,175946,0,0,-5,5,0,3,-0.8,-0.4,0,0.0,False,Loan deal ended on 13/1. - Unknown return date,2020-01-06T01:00:18.633384Z,45,175946.jpg,1.0,0.2,False,,n,7,31,4644,7,47632,188,0.0,0.2,Camarasa,5,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0
539,Jairo,Riedewald,9,100.0,100.0,173954,0,0,0,0,0,3,0.3,0.8,2,1.3,False,,2020-01-05T22:00:20.857953Z,45,173954.jpg,1.5,0.0,False,,a,7,31,1400,146,1001,38,0.3,2.0,Riedewald,385,0,0,0,3,0,0,0,0,0,0,0,60,58.6,22.8,22.0,10.4
556,Stephen,Henderson,0,,,42525,0,0,0,0,0,1,-1.0,-0.5,0,0.0,False,,,40,42525.jpg,0.0,0.4,False,,a,7,31,33120,1531,10475,615,0.0,0.0,Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
578,Sam,Woods,0,,,221272,0,0,0,0,0,2,-1.0,-0.5,0,0.0,False,,,40,221272.jpg,0.0,0.0,False,,a,7,31,3067,284,1406,187,0.0,0.0,Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
579,Tyrick,Mitchell,0,,,244723,0,0,0,0,0,2,-1.0,-0.5,0,0.0,False,,,40,244723.jpg,0.0,0.0,False,,a,7,31,807,56,464,61,0.0,0.0,Mitchell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
580,Brandon,Pierrick,1,,,466955,0,0,0,0,0,3,-0.8,-0.3,0,0.2,False,,,45,466955.jpg,1.0,0.0,False,,a,7,31,153,19,84,13,0.0,0.2,Pierrick,7,0,0,0,0,0,0,0,0,0,0,0,5,4.4,21.0,2.0,2.7
581,James,Daly,0,,,432705,0,0,0,0,0,4,-1.0,-0.5,0,0.0,False,,,45,432705.jpg,0.0,0.0,False,,a,7,31,637,51,363,65,0.0,0.0,Daly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
