id,first_name,second_name,team,team_code,total_points,minutes,now_cost,selected_by_percent,points_list,minutes_list
259,Ciaran,Clark,13,4,36,855,43,0.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 1.0, 1.0, 7.0, 10.0, 1.0, 1.0, 6.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0]"
260,Yoshinori,Muto,13,4,8,201,51,0.1,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0]","[0.0, 23.0, 2.0, 8.0, 23.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 90.0, 0.0]"
261,Jose Luis,Mato Sanmartín,13,4,0,0,50,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
262,Martin,Dubravka,13,4,81,1980,50,1.4,"[2.0, 2.0, 6.0, 3.0, 2.0, 6.0, 0.0, 8.0, 4.0, 3.0, 2.0, 2.0, 3.0, 4.0, 10.0, 3.0, 3.0, 8.0, 2.0, 3.0, 3.0, 2.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
263,Karl,Darlow,13,4,0,0,43,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
264,Frederick,Woodman,13,4,0,0,40,0.8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
266,Miguel,Almirón,13,4,62,1760,58,0.5,"[1.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 3.0, 2.0, 0.0, 10.0, 2.0, 2.0, 2.0, 8.0]","[90.0, 90.0, 90.0, 90.0, 66.0, 72.0, 73.0, 89.0, 69.0, 90.0, 90.0, 90.0, 78.0, 90.0, 87.0, 84.0, 0.0, 90.0, 62.0, 90.0, 90.0, 90.0]"
267,Christian,Atsu,13,4,34,671,53,0.1,"[0.0, 0.0, 6.0, 2.0, 5.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4.0, 1.0, 0.0, 2.0, 0.0, 1.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 73.0, 81.0, 90.0, 90.0, 90.0, 7.0, 7.0, 1.0, 13.0, 1.0, 11.0, 10.0, 9.0, 0.0, 79.0, 0.0, 31.0, 16.0, 0.0, 62.0]"
268,Sung-yueng,Ki,13,4,4,135,47,0.0,"[0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 73.0, 0.0, 0.0, 0.0, 17.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
269,Jonjo,Shelvey,13,4,61,1075,50,1.1,"[1.0, 8.0, 0.0, 0.0, 2.0, 3.0, 0.0, 0.0, 0.0, 1.0, 9.0, 2.0, 2.0, 9.0, 9.0, 9.0, 0.0, 3.0, 0.0, 2.0, 1.0, 0.0]","[53.0, 90.0, 0.0, 0.0, 90.0, 72.0, 0.0, 0.0, 0.0, 5.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 90.0, 0.0, 90.0, 45.0, 0.0]"
270,Sean,Longstaff,13,4,29,964,50,0.3,"[2.0, 3.0, 3.0, 2.0, 0.0, 0.0, 2.0, 3.0, 2.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0]","[66.0, 16.0, 90.0, 90.0, 0.0, 0.0, 90.0, 90.0, 90.0, 81.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 90.0, 26.0, 90.0, 5.0, 45.0, 90.0]"
271,Isaac,Hayden,13,4,41,1545,43,3.6,"[2.0, 2.0, 3.0, 6.0, 2.0, 3.0, -2.0, 0.0, 0.0, 0.0, 5.0, 1.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 0.0, 1.0, 2.0, 2.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 42.0, 0.0, 0.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 63.0, 0.0, 90.0, 90.0, 90.0]"
466,Joelinton Cássio,Apolinário de Lira,13,4,50,1678,55,0.8,"[2.0, 1.0, 8.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0, 5.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 5.0, 1.0, 2.0, 2.0]","[90.0, 66.0, 87.0, 90.0, 90.0, 90.0, 62.0, 55.0, 82.0, 84.0, 88.0, 82.0, 71.0, 68.0, 18.0, 58.0, 90.0, 76.0, 90.0, 73.0, 90.0, 78.0]"
482,Jack,Colback,13,4,0,0,44,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
483,Jacob,Murphy,13,4,0,0,48,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
498,Jetro,Willems,13,4,63,1481,46,2.3,"[1.0, 0.0, 0.0, 2.0, 7.0, 6.0, 0.0, 12.0, 2.0, 2.0, 8.0, 2.0, 1.0, 7.0, 6.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 2.0]","[36.0, 0.0, 0.0, 90.0, 90.0, 81.0, 0.0, 90.0, 90.0, 90.0, 86.0, 90.0, 90.0, 90.0, 90.0, 90.0, 70.0, 0.0, 90.0, 84.0, 44.0, 90.0]"
499,Rolando,Aarons,13,4,0,0,48,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
500,Allan,Saint-Maximin,13,4,31,815,54,0.2,"[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 3.0, 2.0, 2.0, 2.0, 5.0, 2.0, 2.0, 8.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[23.0, 0.0, 16.0, 0.0, 0.0, 17.0, 0.0, 82.0, 84.0, 89.0, 76.0, 89.0, 90.0, 79.0, 80.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
519,Emil,Krafth,13,4,14,463,43,0.1,"[0.0, 1.0, 6.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[0.0, 90.0, 90.0, 77.0, 66.0, 0.0, 90.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 45.0, 0.0]"
520,Andy,Carroll,13,4,25,507,54,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 5.0, 4.0, 1.0, 2.0, 0.0, 5.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 27.0, 34.0, 20.0, 0.0, 1.0, 7.0, 27.0, 0.0, 71.0, 31.0, 90.0, 90.0, 0.0, 90.0, 0.0, 11.0]"
540,Matthew,Longstaff,13,4,22,449,45,0.2,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 10.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 1.0]","[0, 0, 0, 0, 0.0, 0.0, 0.0, 90.0, 90.0, 89.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 90.0]"
554,Dwight,Gayle,13,4,12,178,50,0.0,"[0, 0, 0, 0, 0, 0, 0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 4.0]","[0, 0, 0, 0, 0, 0, 0, 0.0, 5.0, 1.0, 0.0, 0.0, 18.0, 21.0, 0.0, 0.0, 19.0, 13.0, 58.0, 16.0, 0.0, 27.0]"
573,Robert,Elliot,13,4,0,0,40,0.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
598,Thomas,Allan,13,4,0,0,45,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0]"
599,Kelland,Watts,13,4,0,0,40,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0]"
272,Timm,Klose,14,45,0,0,43,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
273,Ben,Godfrey,14,45,21,1489,44,0.2,"[0.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 6.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 49.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
274,Maximillian,Aarons,14,45,27,1800,43,1.1,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 1.0, 1.0, 5.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3.0, 1.0, 1.0, 0.0]","[90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
275,Christoph,Zimmermann,14,45,19,935,44,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 1.0, 4.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 35.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
276,Jamal,Lewis,14,45,21,1162,45,0.2,"[0.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 5.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[90.0, 89.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 65.0, 90.0, 80.0, 0.0, 0.0, 0.0, 18.0, 0.0, 0.0, 0.0, 90.0, 0.0, 10.0]"
277,Grant,Hanley,14,45,5,709,40,2.0,"[-2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0]","[90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 90.0, 90.0, 90.0, 79.0]"
278,Teemu,Pukki,14,45,100,1867,65,13.1,"[7.0, 17.0, 11.0, 2.0, 12.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0, 2.0, 5.0, 8.0, 8.0, 2.0, 9.0, 2.0, 1.0, 2.0, 2.0, 0.0]","[82.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 83.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 82.0, 0.0]"
279,Dennis,Srbeny,14,45,13,41,52,0.0,"[0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 6.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 9.0, 0.0, 1.0, 0.0, 0.0, 10.0, 1.0, 0.0, 6.0, 0.0, 1.0, 0.0, 0.0, 9.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0]"
280,Tim,Krul,14,45,58,1800,45,2.2,"[1.0, 2.0, 2.0, 2.0, 3.0, 2.0, 0.0, 0.0, 6.0, 16.0, 2.0, 1.0, 11.0, 1.0, 2.0, 1.0, 0.0, 1.0, 2.0, 1.0, 2.0, 0.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
281,Michael,McGovern,14,45,11,158,40,7.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 68.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
282,Mario,Vrancic,14,45,18,352,62,0.1,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 1.0, 7.0, 2.0, 2.0]","[0.0, 6.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 80.0, 1.0, 4.0, 15.0, 74.0, 90.0, 64.0]"
283,Emiliano,Buendía,14,45,71,1682,60,0.9,"[4.0, 2.0, 5.0, 2.0, 11.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 5.0, 4.0, 2.0, 6.0, 8.0, 2.0]","[90.0, 90.0, 90.0, 90.0, 82.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 61.0, 10.0, 7.0, 7.0, 90.0, 90.0, 90.0, 75.0, 90.0, 90.0, 90.0]"
284,Onel,Hernández,14,45,31,744,53,0.1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 2.0, 2.0, 3.0, 5.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]","[20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 45.0, 90.0, 90.0, 90.0, 90.0, 90.0, 71.0, 5.0, 3.0, 14.0, 90.0, 12.0, 25.0]"
285,Marco,Stiepermann,14,45,23,918,51,0.1,"[1.0, 3.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.0, 0.0, 1.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0]","[57.0, 83.0, 80.0, 76.0, 88.0, 74.0, 65.0, 75.0, 0.0, 45.0, 74.0, 61.0, 0.0, 0.0, 45.0, 0.0, 4.0, 0.0, 15.0, 69.0, 7.0, 0.0]"
286,Kenny,McLean,14,45,45,1658,49,0.2,"[2.0, 0.0, 1.0, 1.0, 6.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0]","[90.0, 0.0, 9.0, 12.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 87.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 20.0, 90.0, 90.0]"
287,Todd,Cantwell,14,45,86,1536,49,24.1,"[2.0, 10.0, 7.0, 2.0, 6.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 10.0, 8.0, 2.0, 1.0, 1.0, 10.0, 2.0, 1.0, 10.0, 2.0]","[90.0, 90.0, 90.0, 77.0, 90.0, 89.0, 80.0, 79.0, 80.0, 45.0, 6.0, 28.0, 79.0, 82.0, 82.0, 18.0, 84.0, 86.0, 90.0, 4.0, 77.0, 90.0]"
288,Moritz,Leitner,14,45,16,683,43,0.2,"[0.0, 2.0, 2.0, 2.0, 0.0, 2.0, 2.0, 2.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[32.0, 90.0, 80.0, 90.0, 0.0, 77.0, 90.0, 90.0, 89.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
289,Alexander,Tettey,14,45,38,1198,45,0.4,"[0.0, 1.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 3.0, 2.0, 2.0, 2.0, 2.0, 0.0, 5.0, 9.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0]","[0.0, 3.0, 0.0, 0.0, 90.0, 12.0, 0.0, 0.0, 90.0, 90.0, 83.0, 90.0, 90.0, 0.0, 45.0, 90.0, 90.0, 86.0, 74.0, 85.0, 90.0, 90.0]"
290,Tom,Trybull,14,45,25,1022,44,0.6,"[2.0, 3.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 3.0, 2.0, 1.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0]","[69.0, 86.0, 80.0, 90.0, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0, 83.0, 90.0, 90.0, 90.0, 45.0, 0.0, 85.0, 85.0, 74.0, 15.0, 0.0, 0.0]"
434,Josip,Drmic,14,45,12,115,53,0.1,"[1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 5.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.0, 0.0, 0.0, 13.0, 7.0, 15.0, 24.0, 6.0, 0.0, 0.0, 15.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
435,Patrick,Roberts,14,45,3,24,51,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 9.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
449,Ralf,Fahrmann,14,45,1,21,44,0.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
454,Sam,Byram,14,45,16,996,44,0.1,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 5.0, 1.0, 0.0, 1.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 90.0, 90.0, 0.0, 0.0, 0.0, 24.0, 0.0, 0.0, 90.0, 90.0, 90.0, 71.0, 90.0, 90.0, 90.0, 0.0, 90.0, 90.0]"
484,Philip,Heise,14,45,0,0,39,0.8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
507,Ibrahim,Amadou,14,45,18,756,45,0.1,"[0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 2.0, 0.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 54.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 2.0, 90.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0]"
538,Adam,Idah,14,45,3,65,44,0.1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0]","[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 64.0]"
551,Archie,Mair,14,45,0,0,40,0.1,"[0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
552,Akin,Famewo,14,45,0,0,40,0.1,"[0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70,Lys,Mousset,15,49,65,881,47,3.2,"[0.0, 0.0, 0.0, 1.0, 1.0, 5.0, 1.0, 1.0, 6.0, 7.0, 13.0, 2.0, 7.0, 9.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 11.0, 18.0, 28.0, 30.0, 28.0, 55.0, 27.0, 64.0, 87.0, 67.0, 85.0, 27.0, 64.0, 60.0, 27.0, 27.0, 82.0, 64.0, 30.0]"
291,Enda,Stevens,15,49,85,1980,51,2.3,"[2.0, 7.0, 1.0, 5.0, 2.0, 8.0, 2.0, 6.0, 6.0, 4.0, 6.0, 2.0, 1.0, 1.0, 1.0, 9.0, 6.0, 5.0, 2.0, 0.0, 1.0, 8.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
292,Kieron,Freeman,15,49,0,0,42,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
293,Jack,O'Connell,15,49,75,1980,46,2.4,"[2.0, 6.0, 1.0, 1.0, 2.0, 6.0, 1.0, 7.0, 11.0, 2.0, 6.0, 2.0, 1.0, 1.0, 1.0, 2.0, 6.0, 7.0, 2.0, 1.0, 1.0, 6.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
