id,first_name,second_name,team,team_code,total_points,minutes,now_cost,selected_by_percent,points_list,minutes_list
213,Claudio,Bravo,11,43,11,346,48,0.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 6.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 76.0, 90.0, 90.0, 0.0]"
214,Raheem,Sterling,11,43,110,1667,118,21.9,"[20.0, 6.0, 8.0, 3.0, 2.0, 0.0, 7.0, 2.0, 5.0, 11.0, 1.0, 2.0, 2.0, 7.0, 3.0, 2.0, 10.0, 5.0, 10.0, 3.0, 1.0, 0.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 85.0, 90.0, 90.0, 75.0, 90.0, 90.0, 90.0, 90.0, 71.0, 90.0, 90.0, 88.0, 90.0, 87.0, 1.0, 0.0]"
215,Kevin,De Bruyne,11,43,150,1710,107,52.3,"[7.0, 11.0, 5.0, 13.0, 1.0, 17.0, 9.0, 0.0, 3.0, 6.0, 2.0, 2.0, 7.0, 10.0, 3.0, 1.0, 19.0, 4.0, 5.0, 14.0, 2.0, 9.0]","[78.0, 90.0, 90.0, 68.0, 33.0, 90.0, 79.0, 0.0, 90.0, 75.0, 90.0, 90.0, 90.0, 90.0, 79.0, 90.0, 90.0, 90.0, 66.0, 90.0, 90.0, 62.0]"
216,Leroy,Sané,11,43,0,0,93,0.2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
217,Riyad,Mahrez,11,43,106,1083,84,6.7,"[14.0, 1.0, 1.0, 3.0, 1.0, 15.0, 10.0, 1.0, 0.0, 0.0, 0.0, 0.0, 10.0, 2.0, 6.0, 4.0, 1.0, 8.0, 1.0, 6.0, 5.0, 17.0]","[90.0, 10.0, 11.0, 90.0, 17.0, 90.0, 90.0, 59.0, 0.0, 0.0, 0.0, 0.0, 90.0, 68.0, 18.0, 25.0, 20.0, 90.0, 45.0, 90.0, 90.0, 90.0]"
218,Bernardo Mota,Veiga de Carvalho e Silva,11,43,72,1174,78,8.8,"[0.0, 2.0, 2.0, 6.0, 4.0, 19.0, 1.0, 1.0, 6.0, 3.0, 2.0, 10.0, 0.0, 1.0, 7.0, 1.0, 1.0, 2.0, 2.0, 2.0, 0.0, 0.0]","[0.0, 79.0, 78.0, 12.0, 72.0, 90.0, 10.0, 30.0, 90.0, 90.0, 83.0, 90.0, 0.0, 21.0, 90.0, 64.0, 34.0, 90.0, 90.0, 61.0, 0.0, 0.0]"
219,David,Silva,11,43,85,1107,74,4.5,"[3.0, 1.0, 10.0, 10.0, 1.0, 11.0, 1.0, 3.0, 11.0, 9.0, 1.0, 0.0, 2.0, 5.0, 9.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 5.0]","[79.0, 12.0, 90.0, 77.0, 56.0, 90.0, 4.0, 74.0, 78.0, 90.0, 45.0, 0.0, 66.0, 69.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 7.0, 90.0]"
220,Phil,Foden,11,43,16,258,51,0.3,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 2.0, 1.0]","[10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 14.0, 6.0, 0.0, 23.0, 20.0, 10.0, 0.0, 55.0, 1.0, 0.0, 9.0, 82.0, 27.0]"
221,Fernando,Luiz Rosa,11,43,36,1545,52,0.7,"[0.0, 0.0, 0.0, 1.0, 0.0, 3.0, 2.0, 1.0, 3.0, 0.0, 2.0, 2.0, 2.0, 1.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 53.0, 0.0, 90.0, 90.0, 90.0, 90.0, 86.0, 90.0, 90.0, 90.0, 90.0, 84.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 62.0]"
222,Ilkay,Gündogan,11,43,44,1214,52,1.3,"[1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0, 3.0, 8.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 2.0, 8.0, 1.0, 1.0, 6.0, 1.0]","[11.0, 90.0, 57.0, 21.0, 56.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 38.0, 90.0, 0.0, 4.0, 69.0, 78.0, 23.0, 28.0, 90.0, 19.0]"
440,José Ángel,Esmorís Tasende,11,43,11,422,47,0.2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 1.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 45.0, 0.0, 0.0, 0.0, 17.0, 90.0, 90.0, 0.0, 0.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
443,Rodrigo,Hernandez,11,43,55,1502,54,1.1,"[3.0, 2.0, 1.0, 3.0, 8.0, 3.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0, 4.0, 1.0, 9.0, 2.0, 2.0, 1.0, 2.0, 3.0, 2.0, 3.0]","[90.0, 77.0, 32.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 90.0, 51.0, 6.0, 90.0, 85.0, 90.0, 11.0, 90.0, 90.0, 90.0, 70.0]"
518,João Pedro Cavaco,Cancelo,11,43,23,577,52,0.8,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 9.0, 6.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 36.0, 0.0, 90.0, 90.0, 90.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 90.0]"
544,Eric,Garcia,11,43,10,257,45,0.1,"[0, 0, 0, 0, 0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 6.0, 2.0, 0.0]","[0, 0, 0, 0, 0, 27.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 45.0, 90.0, 90.0, 0.0]"
562,Scott,Carson,11,43,0,0,40,0.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
122,Aaron,Wan-Bissaka,12,1,49,1700,53,14.2,"[8.0, 1.0, 0.0, 2.0, 6.0, 1.0, 0.0, 0.0, 2.0, 1.0, 2.0, 2.0, 0.0, 1.0, 2.0, 3.0, 4.0, 1.0, 6.0, 0.0, 1.0, 6.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 90.0, 90.0, 80.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 90.0, 90.0]"
160,Harry,Maguire,12,1,54,1980,52,9.7,"[6.0, 2.0, 1.0, 1.0, 6.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 2.0, 2.0, 2.0, 1.0, 2.0, 8.0, 1.0, 6.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
223,Chris,Smalling,12,1,0,0,52,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
224,Ashley,Young,12,1,24,953,54,0.4,"[0.0, 0.0, 1.0, 1.0, 6.0, 0.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0]","[0.0, 0.0, 56.0, 90.0, 90.0, 90.0, 90.0, 85.0, 90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 90.0, 2.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0]"
225,Victor,Lindelöf,12,1,57,1890,53,1.3,"[5.0, 2.0, 1.0, 2.0, 8.0, 1.0, 2.0, 0.0, 2.0, 2.0, 1.0, 2.0, 1.0, 8.0, 2.0, 2.0, -1.0, 1.0, 2.0, 7.0, 1.0, 6.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
226,Luke,Shaw,12,1,18,676,54,0.6,"[6.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 0.0, 2.0, 1.0, 1.0, 0.0]","[90.0, 90.0, 33.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 3.0, 88.0, 90.0, 90.0, 90.0, 1.0, 90.0, 0.0]"
227,Marcos,Rojo,12,1,3,121,48,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 90.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
228,Eric,Bailly,12,1,0,0,49,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
229,José Diogo,Dalot Teixeira,12,1,1,59,49,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 59.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
230,Matteo,Darmian,12,1,0,0,49,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
231,Phil,Jones,12,1,1,45,48,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
232,Romelu,Lukaku,12,1,0,0,85,0.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
233,Marcus,Rashford,12,1,134,1876,92,29.5,"[13.0, 6.0, 0.0, 2.0, 9.0, 2.0, 4.0, 2.0, 9.0, 9.0, 2.0, 5.0, 11.0, 5.0, 13.0, 9.0, 2.0, 2.0, 6.0, 9.0, 2.0, 12.0]","[85.0, 88.0, 90.0, 90.0, 90.0, 60.0, 90.0, 90.0, 83.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 62.0, 90.0, 90.0, 58.0]"
234,Mason,Greenwood,12,1,40,415,43,12.0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 5.0, 1.0, 2.0, 0.0, 8.0, 1.0, 8.0, 0.0, 1.0, 5.0]","[4.0, 1.0, 34.0, 8.0, 0.0, 0.0, 16.0, 24.0, 0.0, 15.0, 10.0, 1.0, 17.0, 8.0, 79.0, 0.0, 25.0, 32.0, 90.0, 0.0, 32.0, 19.0]"
235,David,de Gea,12,1,70,1980,54,11.9,"[10.0, 2.0, 1.0, 2.0, 9.0, 2.0, 4.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0, 1.0, 3.0, 2.0, 3.0, 1.0, 2.0, 6.0, 1.0, 7.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
236,Sergio,Romero,12,1,0,0,47,0.2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
237,Lee,Grant,12,1,0,0,48,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
238,Paul,Pogba,12,1,17,521,84,3.0,"[9.0, 0.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.0, 45.0, 0.0, 0.0, 0.0]"
239,Anthony,Martial,12,1,89,1271,79,13.2,"[7.0, 7.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 2.0, 10.0, 2.0, 2.0, 0.0, 10.0, 2.0, 2.0, 15.0, 8.0, 2.0, 8.0]","[90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 74.0, 90.0, 90.0, 84.0, 81.0, 0.0, 73.0, 90.0, 90.0, 66.0, 88.0, 90.0, 79.0]"
240,Alexis,Sánchez,12,1,0,0,68,0.4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
241,Jesse,Lingard,12,1,23,859,63,0.8,"[2.0, 2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 1.0, 0.0]","[85.0, 80.0, 55.0, 22.0, 0.0, 29.0, 73.0, 0.0, 0.0, 10.0, 22.0, 20.0, 45.0, 16.0, 86.0, 88.0, 64.0, 63.0, 27.0, 17.0, 57.0, 0.0]"
242,Juan,Mata,12,1,29,516,62,0.3,"[1.0, 1.0, 1.0, 2.0, 3.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 11.0]","[4.0, 9.0, 5.0, 67.0, 69.0, 80.0, 0.0, 65.0, 0.0, 0.0, 0.0, 0.0, 0.0, 73.0, 0.0, 0.0, 4.0, 18.0, 23.0, 0.0, 9.0, 90.0]"
243,Daniel,James,12,1,73,1662,60,8.4,"[6.0, 1.0, 6.0, 8.0, 2.0, 2.0, 2.0, 2.0, 6.0, 6.0, 2.0, 2.0, 5.0, 2.0, 2.0, 5.0, 5.0, 1.0, 0.0, 6.0, 1.0, 1.0]","[16.0, 88.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 79.0, 79.0, 90.0, 90.0, 90.0, 90.0, 90.0, 85.0, 57.0, 0.0, 90.0, 57.0, 31.0]"
244,Frederico,Rodrigues de Paula Santos,12,1,31,1408,53,0.2,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 23.0, 19.0, 16.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
245,Angel,Gomes,12,1,2,19,48,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0]"
246,Andreas,Pereira,12,1,51,1243,49,0.5,"[6.0, 1.0, 0.0, 2.0, 3.0, 2.0, 1.0, 2.0, 2.0, 3.0, 2.0, 8.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 4.0, 6.0, 1.0, 3.0]","[73.0, 1.0, 0.0, 67.0, 90.0, 90.0, 73.0, 90.0, 90.0, 81.0, 67.0, 69.0, 72.0, 90.0, 10.0, 16.0, 0.0, 0.0, 90.0, 72.0, 32.0, 70.0]"
247,Nemanja,Matic,12,1,14,418,48,0.3,"[0.0, 0.0, 0.0, 1.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 22.0, 66.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 80.0, 90.0]"
248,Scott,McTominay,12,1,55,1451,50,1.2,"[3.0, 2.0, 2.0, 8.0, 3.0, 2.0, 9.0, 1.0, 2.0, 8.0, 2.0, 5.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[90.0, 90.0, 84.0, 81.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 90.0, 90.0, 90.0, 71.0, 45.0, 0.0, 0.0, 0.0]"
249,Tahith,Chong,12,1,2,24,43,0.7,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
250,James,Garner,12,1,1,8,43,0.2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
481,Axel,Tuanzebe,12,1,7,187,44,0.1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
549,Brandon,Williams,12,1,24,448,40,3.0,"[0, 0, 0, 0, 0, 0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 10.0]","[0, 0, 0, 0, 0, 0, 0.0, 0.0, 1.0, 0.0, 9.0, 90.0, 90.0, 78.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 90.0]"
251,Matt,Ritchie,13,4,8,270,53,0.1,"[2.0, 1.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
252,Fabian,Schär,13,4,47,1285,50,1.3,"[2.0, 1.0, 8.0, 8.0, 1.0, 6.0, -1.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 5.0, -1.0, 7.0, 1.0, 0.0]","[90.0, 90.0, 90.0, 84.0, 79.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.0, 90.0, 90.0, 87.0, 90.0, 90.0, 0.0]"
253,DeAndre,Yedlin,13,4,23,719,44,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 5.0, 2.0, 2.0, 1.0, 8.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 1.0, 27.0, 90.0, 45.0, 0.0]"
254,Federico,Fernández,13,4,48,1193,44,0.6,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 8.0, 6.0, 4.0, 0.0, 1.0, 6.0, 9.0, 2.0, 6.0, 0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 8.0, 5.0, 10.0, 0.0, 0.0, 0.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
255,Paul,Dummett,13,4,44,1227,44,0.2,"[2.0, 0.0, 7.0, 1.0, 1.0, 7.0, -2.0, 0.0, 0.0, 0.0, 1.0, 6.0, 1.0, 1.0, 6.0, 2.0, 2.0, 8.0, 0.0, 0.0, 0.0, 1.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 3.0, 70.0, 62.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 12.0]"
256,Javier,Manquillo,13,4,32,800,43,0.2,"[2.0, 0.0, 0.0, 1.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 2.0, 2.0, 6.0, 0.0, 0.0, 0.0, 0.0]","[90.0, 0.0, 0.0, 12.0, 23.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 45.0, 0.0]"
257,Florian,Lejeune,13,4,10,420,44,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 1.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 90.0, 73.0, 90.0, 77.0]"
258,Jamaal,Lascelles,13,4,38,1000,42,2.3,"[2.0, 1.0, 6.0, 2.0, 1.0, 6.0, 0.0, 6.0, 2.0, 10.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[90.0, 90.0, 81.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 19.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
